,match_id,league,sport,comp_names,results_value,timestamp,hero,villain,market,line,line_type,price,hero_score,villain_score
93,portland-trail-blazers-miami-heat-202211072030,nba,basketball,"['Portland Trail Blazers', 'Miami Heat']",[],2022-11-07 18:32:26.271357,Miami Heat,Portland Trail Blazers,WIN,,,-210,,
94,portland-trail-blazers-miami-heat-202211072030,nba,basketball,"['Portland Trail Blazers', 'Miami Heat']",[],2022-11-07 18:32:26.271357,Portland Trail Blazers,Miami Heat,TOTAL,5.0,favorite,-110,,
95,portland-trail-blazers-miami-heat-202211072030,nba,basketball,"['Portland Trail Blazers', 'Miami Heat']",[],2022-11-07 18:32:26.271357,Miami Heat,Portland Trail Blazers,TOTAL,5.0,favorite,-110,,
96,toronto-raptors-chicago-bulls-202211072045,nba,basketball,"['Toronto Raptors', 'Chicago Bulls']",[],2022-11-07 18:32:26.445760,Toronto Raptors,Chicago Bulls,SPREAD,2.0,favorite,-110,,
97,toronto-raptors-chicago-bulls-202211072045,nba,basketball,"['Toronto Raptors', 'Chicago Bulls']",[],2022-11-07 18:32:26.445760,Chicago Bulls,Toronto Raptors,SPREAD,2.0,favorite,-110,,
98,toronto-raptors-chicago-bulls-202211072045,nba,basketball,"['Toronto Raptors', 'Chicago Bulls']",[],2022-11-07 18:32:26.445760,Toronto Raptors,Chicago Bulls,WIN,,,+110,,
99,toronto-raptors-chicago-bulls-202211072045,nba,basketball,"['Toronto Raptors', 'Chicago Bulls']",[],2022-11-07 18:32:26.445760,Chicago Bulls,Toronto Raptors,WIN,,,-130,,
100,toronto-raptors-chicago-bulls-202211072045,nba,basketball,"['Toronto Raptors', 'Chicago Bulls']",[],2022-11-07 18:32:26.445760,Toronto Raptors,Chicago Bulls,TOTAL,2.0,favorite,-110,,
101,toronto-raptors-chicago-bulls-202211072045,nba,basketball,"['Toronto Raptors', 'Chicago Bulls']",[],2022-11-07 18:32:26.445760,Chicago Bulls,Toronto Raptors,TOTAL,2.0,favorite,-110,,
102,boston-celtics-memphis-grizzlies-202211072100,nba,basketball,"['Boston Celtics', 'Memphis Grizzlies']",[],2022-11-07 18:32:26.616441,Boston Celtics,Memphis Grizzlies,SPREAD,3.5,underdog,-110,,
103,boston-celtics-memphis-grizzlies-202211072100,nba,basketball,"['Boston Celtics', 'Memphis Grizzlies']",[],2022-11-07 18:32:26.616441,Memphis Grizzlies,Boston Celtics,SPREAD,3.5,underdog,-110,,
104,boston-celtics-memphis-grizzlies-202211072100,nba,basketball,"['Boston Celtics', 'Memphis Grizzlies']",[],2022-11-07 18:32:26.616441,Boston Celtics,Memphis Grizzlies,WIN,,,-160,,
105,boston-celtics-memphis-grizzlies-202211072100,nba,basketball,"['Boston Celtics', 'Memphis Grizzlies']",[],2022-11-07 18:32:26.616441,Memphis Grizzlies,Boston Celtics,WIN,,,+135,,
106,boston-celtics-memphis-grizzlies-202211072100,nba,basketball,"['Boston Celtics', 'Memphis Grizzlies']",[],2022-11-07 18:32:26.616441,Boston Celtics,Memphis Grizzlies,TOTAL,3.5,underdog,-110,,
107,boston-celtics-memphis-grizzlies-202211072100,nba,basketball,"['Boston Celtics', 'Memphis Grizzlies']",[],2022-11-07 18:32:26.616441,Memphis Grizzlies,Boston Celtics,TOTAL,3.5,underdog,-110,,
108,new-york-knicks-minnesota-timberwolves-202211072115,nba,basketball,"['New York Knicks', 'Minnesota Timberwolves']",[],2022-11-07 18:32:26.794219,New York Knicks,Minnesota Timberwolves,SPREAD,2.5,favorite,-110,,
109,new-york-knicks-minnesota-timberwolves-202211072115,nba,basketball,"['New York Knicks', 'Minnesota Timberwolves']",[],2022-11-07 18:32:26.794219,Minnesota Timberwolves,New York Knicks,SPREAD,2.5,favorite,-110,,
110,new-york-knicks-minnesota-timberwolves-202211072115,nba,basketball,"['New York Knicks', 'Minnesota Timberwolves']",[],2022-11-07 18:32:26.794219,New York Knicks,Minnesota Timberwolves,WIN,,,+120,,
111,new-york-knicks-minnesota-timberwolves-202211072115,nba,basketball,"['New York Knicks', 'Minnesota Timberwolves']",[],2022-11-07 18:32:26.794219,Minnesota Timberwolves,New York Knicks,WIN,,,-140,,
112,new-york-knicks-minnesota-timberwolves-202211072115,nba,basketball,"['New York Knicks', 'Minnesota Timberwolves']",[],2022-11-07 18:32:26.794219,New York Knicks,Minnesota Timberwolves,TOTAL,2.5,favorite,-110,,
113,new-york-knicks-minnesota-timberwolves-202211072115,nba,basketball,"['New York Knicks', 'Minnesota Timberwolves']",[],2022-11-07 18:32:26.794219,Minnesota Timberwolves,New York Knicks,TOTAL,2.5,favorite,-110,,
114,denver-nuggets-san-antonio-spurs-202211072130,nba,basketball,"['Denver Nuggets', 'San Antonio Spurs']",[],2022-11-07 18:32:26.984589,Denver Nuggets,San Antonio Spurs,SPREAD,7.5,underdog,-110,,
115,denver-nuggets-san-antonio-spurs-202211072130,nba,basketball,"['Denver Nuggets', 'San Antonio Spurs']",[],2022-11-07 18:32:26.984589,San Antonio Spurs,Denver Nuggets,SPREAD,7.5,underdog,-110,,
116,denver-nuggets-san-antonio-spurs-202211072130,nba,basketball,"['Denver Nuggets', 'San Antonio Spurs']",[],2022-11-07 18:32:26.984589,Denver Nuggets,San Antonio Spurs,WIN,,,-310,,
117,denver-nuggets-san-antonio-spurs-202211072130,nba,basketball,"['Denver Nuggets', 'San Antonio Spurs']",[],2022-11-07 18:32:26.984589,San Antonio Spurs,Denver Nuggets,WIN,,,+255,,
118,denver-nuggets-san-antonio-spurs-202211072130,nba,basketball,"['Denver Nuggets', 'San Antonio Spurs']",[],2022-11-07 18:32:26.984589,Denver Nuggets,San Antonio Spurs,TOTAL,7.5,underdog,-110,,
119,denver-nuggets-san-antonio-spurs-202211072130,nba,basketball,"['Denver Nuggets', 'San Antonio Spurs']",[],2022-11-07 18:32:26.984589,San Antonio Spurs,Denver Nuggets,TOTAL,7.5,underdog,-110,,
120,brooklyn-nets-dallas-mavericks-202211072145,nba,basketball,"['Brooklyn Nets', 'Dallas Mavericks']",[],2022-11-07 18:32:27.265060,Brooklyn Nets,Dallas Mavericks,SPREAD,6.0,favorite,-110,,
121,brooklyn-nets-dallas-mavericks-202211072145,nba,basketball,"['Brooklyn Nets', 'Dallas Mavericks']",[],2022-11-07 18:32:27.265060,Dallas Mavericks,Brooklyn Nets,SPREAD,6.0,favorite,-110,,
122,brooklyn-nets-dallas-mavericks-202211072145,nba,basketball,"['Brooklyn Nets', 'Dallas Mavericks']",[],2022-11-07 18:32:27.265060,Brooklyn Nets,Dallas Mavericks,WIN,,,+195,,
123,brooklyn-nets-dallas-mavericks-202211072145,nba,basketball,"['Brooklyn Nets', 'Dallas Mavericks']",[],2022-11-07 18:32:27.265060,Dallas Mavericks,Brooklyn Nets,WIN,,,-235,,
124,brooklyn-nets-dallas-mavericks-202211072145,nba,basketball,"['Brooklyn Nets', 'Dallas Mavericks']",[],2022-11-07 18:32:27.265060,Brooklyn Nets,Dallas Mavericks,TOTAL,6.0,favorite,-110,,
125,brooklyn-nets-dallas-mavericks-202211072145,nba,basketball,"['Brooklyn Nets', 'Dallas Mavericks']",[],2022-11-07 18:32:27.265060,Dallas Mavericks,Brooklyn Nets,TOTAL,6.0,favorite,-110,,
126,sacramento-kings-golden-state-warriors-202211072200,nba,basketball,"['Sacramento Kings', 'Golden State Warriors']",[],2022-11-07 18:32:27.530097,Sacramento Kings,Golden State Warriors,SPREAD,8.0,favorite,-110,,
127,sacramento-kings-golden-state-warriors-202211072200,nba,basketball,"['Sacramento Kings', 'Golden State Warriors']",[],2022-11-07 18:32:27.530097,Golden State Warriors,Sacramento Kings,SPREAD,8.0,favorite,-110,,
128,sacramento-kings-golden-state-warriors-202211072200,nba,basketball,"['Sacramento Kings', 'Golden State Warriors']",[],2022-11-07 18:32:27.530097,Sacramento Kings,Golden State Warriors,WIN,,,+265,,
129,sacramento-kings-golden-state-warriors-202211072200,nba,basketball,"['Sacramento Kings', 'Golden State Warriors']",[],2022-11-07 18:32:27.530097,Golden State Warriors,Sacramento Kings,WIN,,,-330,,
130,sacramento-kings-golden-state-warriors-202211072200,nba,basketball,"['Sacramento Kings', 'Golden State Warriors']",[],2022-11-07 18:32:27.530097,Sacramento Kings,Golden State Warriors,TOTAL,8.0,favorite,-110,,
131,sacramento-kings-golden-state-warriors-202211072200,nba,basketball,"['Sacramento Kings', 'Golden State Warriors']",[],2022-11-07 18:32:27.530097,Golden State Warriors,Sacramento Kings,TOTAL,8.0,favorite,-110,,
132,los-angeles-lakers-utah-jazz-202211072215,nba,basketball,"['Los Angeles Lakers', 'Utah Jazz']",[],2022-11-07 18:32:27.748643,Los Angeles Lakers,Utah Jazz,SPREAD,7.0,favorite,-110,,
133,los-angeles-lakers-utah-jazz-202211072215,nba,basketball,"['Los Angeles Lakers', 'Utah Jazz']",[],2022-11-07 18:32:27.748643,Utah Jazz,Los Angeles Lakers,SPREAD,7.0,favorite,-110,,
134,los-angeles-lakers-utah-jazz-202211072215,nba,basketball,"['Los Angeles Lakers', 'Utah Jazz']",[],2022-11-07 18:32:27.748643,Los Angeles Lakers,Utah Jazz,WIN,,,+215,,
135,los-angeles-lakers-utah-jazz-202211072215,nba,basketball,"['Los Angeles Lakers', 'Utah Jazz']",[],2022-11-07 18:32:27.748643,Utah Jazz,Los Angeles Lakers,WIN,,,-260,,
136,los-angeles-lakers-utah-jazz-202211072215,nba,basketball,"['Los Angeles Lakers', 'Utah Jazz']",[],2022-11-07 18:32:27.748643,Los Angeles Lakers,Utah Jazz,TOTAL,7.0,favorite,-110,,
137,los-angeles-lakers-utah-jazz-202211072215,nba,basketball,"['Los Angeles Lakers', 'Utah Jazz']",[],2022-11-07 18:32:27.748643,Utah Jazz,Los Angeles Lakers,TOTAL,7.0,favorite,-110,,
138,cleveland-cavaliers-l-a-clippers-202211072230,nba,basketball,"['Cleveland Cavaliers', 'L.A. Clippers']",[],2022-11-07 18:32:27.933749,Cleveland Cavaliers,L.A. Clippers,SPREAD,5.0,underdog,-105,,
139,cleveland-cavaliers-l-a-clippers-202211072230,nba,basketball,"['Cleveland Cavaliers', 'L.A. Clippers']",[],2022-11-07 18:32:27.933749,L.A. Clippers,Cleveland Cavaliers,SPREAD,5.0,underdog,-115,,
140,cleveland-cavaliers-l-a-clippers-202211072230,nba,basketball,"['Cleveland Cavaliers', 'L.A. Clippers']",[],2022-11-07 18:32:27.933749,Cleveland Cavaliers,L.A. Clippers,WIN,,,-200,,
141,cleveland-cavaliers-l-a-clippers-202211072230,nba,basketball,"['Cleveland Cavaliers', 'L.A. Clippers']",[],2022-11-07 18:32:27.933749,L.A. Clippers,Cleveland Cavaliers,WIN,,,+170,,
142,cleveland-cavaliers-l-a-clippers-202211072230,nba,basketball,"['Cleveland Cavaliers', 'L.A. Clippers']",[],2022-11-07 18:32:27.933749,Cleveland Cavaliers,L.A. Clippers,TOTAL,5.0,underdog,-110,,
143,cleveland-cavaliers-l-a-clippers-202211072230,nba,basketball,"['Cleveland Cavaliers', 'L.A. Clippers']",[],2022-11-07 18:32:27.933749,L.A. Clippers,Cleveland Cavaliers,TOTAL,5.0,underdog,-110,,
144,ipfw-michigan-22-202211071830,college-basketball,basketball,"['IPFW', 'Michigan (#22)']",[],2022-11-07 18:32:28.108880,IPFW,Michigan (#22),SPREAD,16.5,favorite,-110,,
145,ipfw-michigan-22-202211071830,college-basketball,basketball,"['IPFW', 'Michigan (#22)']",[],2022-11-07 18:32:28.108880,Michigan (#22),IPFW,SPREAD,16.5,favorite,-110,,
146,ipfw-michigan-22-202211071830,college-basketball,basketball,"['IPFW', 'Michigan (#22)']",[],2022-11-07 18:32:28.108880,IPFW,Michigan (#22),WIN,,,+950,,
147,ipfw-michigan-22-202211071830,college-basketball,basketball,"['IPFW', 'Michigan (#22)']",[],2022-11-07 18:32:28.108880,Michigan (#22),IPFW,WIN,,,-2000,,
148,ipfw-michigan-22-202211071830,college-basketball,basketball,"['IPFW', 'Michigan (#22)']",[],2022-11-07 18:32:28.108880,IPFW,Michigan (#22),TOTAL,16.5,favorite,-110,,
149,ipfw-michigan-22-202211071830,college-basketball,basketball,"['IPFW', 'Michigan (#22)']",[],2022-11-07 18:32:28.108880,Michigan (#22),IPFW,TOTAL,16.5,favorite,-110,,
150,la-salle-villanova-16-202211071830,college-basketball,basketball,"['La Salle', 'Villanova (#16)']",[],2022-11-07 18:32:28.298467,La Salle,Villanova (#16),SPREAD,15.0,favorite,-110,,
151,la-salle-villanova-16-202211071830,college-basketball,basketball,"['La Salle', 'Villanova (#16)']",[],2022-11-07 18:32:28.298467,Villanova (#16),La Salle,SPREAD,15.0,favorite,-110,,
152,la-salle-villanova-16-202211071830,college-basketball,basketball,"['La Salle', 'Villanova (#16)']",[],2022-11-07 18:32:28.298467,La Salle,Villanova (#16),WIN,,,+950,,
153,la-salle-villanova-16-202211071830,college-basketball,basketball,"['La Salle', 'Villanova (#16)']",[],2022-11-07 18:32:28.298467,Villanova (#16),La Salle,WIN,,,-2000,,
154,la-salle-villanova-16-202211071830,college-basketball,basketball,"['La Salle', 'Villanova (#16)']",[],2022-11-07 18:32:28.298467,La Salle,Villanova (#16),TOTAL,15.0,favorite,-110,,
155,la-salle-villanova-16-202211071830,college-basketball,basketball,"['La Salle', 'Villanova (#16)']",[],2022-11-07 18:32:28.298467,Villanova (#16),La Salle,TOTAL,15.0,favorite,-110,,
156,merrimack-st-john-s-202211071845,college-basketball,basketball,"['Merrimack', ""St. John's""]",[],2022-11-07 18:32:28.486799,Merrimack,St. John's,SPREAD,20.0,favorite,-110,,
157,merrimack-st-john-s-202211071845,college-basketball,basketball,"['Merrimack', ""St. John's""]",[],2022-11-07 18:32:28.486799,St. John's,Merrimack,SPREAD,20.0,favorite,-110,,
158,merrimack-st-john-s-202211071845,college-basketball,basketball,"['Merrimack', ""St. John's""]",[],2022-11-07 18:32:28.486799,Merrimack,St. John's,WIN,20.0,favorite,-110,,
159,merrimack-st-john-s-202211071845,college-basketball,basketball,"['Merrimack', ""St. John's""]",[],2022-11-07 18:32:28.486799,St. John's,Merrimack,WIN,20.0,favorite,-110,,
160,air-force-bowling-green-202211071900,college-basketball,basketball,"['Air Force', 'Bowling Green']",[],2022-11-07 18:32:28.681862,Air Force,Bowling Green,SPREAD,3.5,favorite,-110,,
161,air-force-bowling-green-202211071900,college-basketball,basketball,"['Air Force', 'Bowling Green']",[],2022-11-07 18:32:28.681862,Bowling Green,Air Force,SPREAD,3.5,favorite,-110,,
162,air-force-bowling-green-202211071900,college-basketball,basketball,"['Air Force', 'Bowling Green']",[],2022-11-07 18:32:28.681862,Air Force,Bowling Green,WIN,,,+140,,
163,air-force-bowling-green-202211071900,college-basketball,basketball,"['Air Force', 'Bowling Green']",[],2022-11-07 18:32:28.681862,Bowling Green,Air Force,WIN,,,-165,,
164,air-force-bowling-green-202211071900,college-basketball,basketball,"['Air Force', 'Bowling Green']",[],2022-11-07 18:32:28.681862,Air Force,Bowling Green,TOTAL,3.5,favorite,-110,,
165,air-force-bowling-green-202211071900,college-basketball,basketball,"['Air Force', 'Bowling Green']",[],2022-11-07 18:32:28.681862,Bowling Green,Air Force,TOTAL,3.5,favorite,-110,,
166,albany-ny-towson-202211071900,college-basketball,basketball,"['Albany NY', 'Towson']",[],2022-11-07 18:32:28.873833,Albany NY,Towson,SPREAD,16.5,favorite,-110,,
167,albany-ny-towson-202211071900,college-basketball,basketball,"['Albany NY', 'Towson']",[],2022-11-07 18:32:28.873833,Towson,Albany NY,SPREAD,16.5,favorite,-110,,
168,albany-ny-towson-202211071900,college-basketball,basketball,"['Albany NY', 'Towson']",[],2022-11-07 18:32:28.873833,Albany NY,Towson,WIN,16.5,favorite,-110,,
169,albany-ny-towson-202211071900,college-basketball,basketball,"['Albany NY', 'Towson']",[],2022-11-07 18:32:28.873833,Towson,Albany NY,WIN,16.5,favorite,-110,,
170,bethune-cookman-iowa-202211071900,college-basketball,basketball,"['Bethune Cookman', 'Iowa']",[],2022-11-07 18:32:29.061435,Bethune Cookman,Iowa,SPREAD,29.0,favorite,-110,,
171,bethune-cookman-iowa-202211071900,college-basketball,basketball,"['Bethune Cookman', 'Iowa']",[],2022-11-07 18:32:29.061435,Iowa,Bethune Cookman,SPREAD,29.0,favorite,-110,,
172,bethune-cookman-iowa-202211071900,college-basketball,basketball,"['Bethune Cookman', 'Iowa']",[],2022-11-07 18:32:29.061435,Bethune Cookman,Iowa,WIN,29.0,favorite,-110,,
173,bethune-cookman-iowa-202211071900,college-basketball,basketball,"['Bethune Cookman', 'Iowa']",[],2022-11-07 18:32:29.061435,Iowa,Bethune Cookman,WIN,29.0,favorite,-110,,
174,brown-vermont-202211071900,college-basketball,basketball,"['Brown', 'Vermont']",[],2022-11-07 18:32:29.192408,Brown,Vermont,SPREAD,12.0,favorite,-110,,
175,brown-vermont-202211071900,college-basketball,basketball,"['Brown', 'Vermont']",[],2022-11-07 18:32:29.192408,Vermont,Brown,SPREAD,12.0,favorite,-110,,
176,brown-vermont-202211071900,college-basketball,basketball,"['Brown', 'Vermont']",[],2022-11-07 18:32:29.192408,Brown,Vermont,WIN,12.0,favorite,-110,,
177,brown-vermont-202211071900,college-basketball,basketball,"['Brown', 'Vermont']",[],2022-11-07 18:32:29.192408,Vermont,Brown,WIN,12.0,favorite,-110,,
178,colgate-buffalo-202211071900,college-basketball,basketball,"['Colgate', 'Buffalo']",[],2022-11-07 18:32:29.383198,Colgate,Buffalo,SPREAD,3.0,underdog,-110,,
179,colgate-buffalo-202211071900,college-basketball,basketball,"['Colgate', 'Buffalo']",[],2022-11-07 18:32:29.383198,Buffalo,Colgate,SPREAD,3.0,underdog,-110,,
180,colgate-buffalo-202211071900,college-basketball,basketball,"['Colgate', 'Buffalo']",[],2022-11-07 18:32:29.383198,Colgate,Buffalo,WIN,3.0,underdog,-110,,
181,colgate-buffalo-202211071900,college-basketball,basketball,"['Colgate', 'Buffalo']",[],2022-11-07 18:32:29.383198,Buffalo,Colgate,WIN,3.0,underdog,-110,,
182,columbia-rutgers-202211071900,college-basketball,basketball,"['Columbia', 'Rutgers']",[],2022-11-07 18:32:29.571117,Columbia,Rutgers,SPREAD,18.5,favorite,-110,,
183,columbia-rutgers-202211071900,college-basketball,basketball,"['Columbia', 'Rutgers']",[],2022-11-07 18:32:29.571117,Rutgers,Columbia,SPREAD,18.5,favorite,-110,,
184,columbia-rutgers-202211071900,college-basketball,basketball,"['Columbia', 'Rutgers']",[],2022-11-07 18:32:29.571117,Columbia,Rutgers,WIN,,,+1250,,
185,columbia-rutgers-202211071900,college-basketball,basketball,"['Columbia', 'Rutgers']",[],2022-11-07 18:32:29.571117,Rutgers,Columbia,WIN,,,-4500,,
186,columbia-rutgers-202211071900,college-basketball,basketball,"['Columbia', 'Rutgers']",[],2022-11-07 18:32:29.571117,Columbia,Rutgers,TOTAL,18.5,favorite,-110,,
187,columbia-rutgers-202211071900,college-basketball,basketball,"['Columbia', 'Rutgers']",[],2022-11-07 18:32:29.571117,Rutgers,Columbia,TOTAL,18.5,favorite,-110,,
188,houston-christian-florida-international-202211071900,college-basketball,basketball,"['Houston Baptist\xa0', 'Florida International']",[],2022-11-07 18:32:29.756910,Houston Baptist ,Florida International,SPREAD,13.5,favorite,-110,,
189,houston-christian-florida-international-202211071900,college-basketball,basketball,"['Houston Baptist\xa0', 'Florida International']",[],2022-11-07 18:32:29.756910,Florida International,Houston Baptist ,SPREAD,13.5,favorite,-110,,
190,houston-christian-florida-international-202211071900,college-basketball,basketball,"['Houston Baptist\xa0', 'Florida International']",[],2022-11-07 18:32:29.756910,Houston Baptist ,Florida International,WIN,13.5,favorite,-110,,
191,houston-christian-florida-international-202211071900,college-basketball,basketball,"['Houston Baptist\xa0', 'Florida International']",[],2022-11-07 18:32:29.756910,Florida International,Houston Baptist ,WIN,13.5,favorite,-110,,
192,idaho-denver-u-202211071900,college-basketball,basketball,"['Idaho', 'Denver U']",[],2022-11-07 18:32:30.010743,Idaho,Denver U,SPREAD,9.5,favorite,-110,,
193,idaho-denver-u-202211071900,college-basketball,basketball,"['Idaho', 'Denver U']",[],2022-11-07 18:32:30.010743,Denver U,Idaho,SPREAD,9.5,favorite,-110,,
194,idaho-denver-u-202211071900,college-basketball,basketball,"['Idaho', 'Denver U']",[],2022-11-07 18:32:30.010743,Idaho,Denver U,WIN,,,+400,,
195,idaho-denver-u-202211071900,college-basketball,basketball,"['Idaho', 'Denver U']",[],2022-11-07 18:32:30.010743,Denver U,Idaho,WIN,,,-575,,
196,idaho-denver-u-202211071900,college-basketball,basketball,"['Idaho', 'Denver U']",[],2022-11-07 18:32:30.010743,Idaho,Denver U,TOTAL,9.5,favorite,-110,,
197,idaho-denver-u-202211071900,college-basketball,basketball,"['Idaho', 'Denver U']",[],2022-11-07 18:32:30.010743,Denver U,Idaho,TOTAL,9.5,favorite,-110,,
198,jacksonville-duke-7-202211071900,college-basketball,basketball,"['Jacksonville\xa0', 'Duke (#7)']",[],2022-11-07 18:32:30.225578,Jacksonville ,Duke (#7),SPREAD,15.5,favorite,-110,,
199,jacksonville-duke-7-202211071900,college-basketball,basketball,"['Jacksonville\xa0', 'Duke (#7)']",[],2022-11-07 18:32:30.225578,Duke (#7),Jacksonville ,SPREAD,15.5,favorite,-110,,
200,jacksonville-duke-7-202211071900,college-basketball,basketball,"['Jacksonville\xa0', 'Duke (#7)']",[],2022-11-07 18:32:30.225578,Jacksonville ,Duke (#7),WIN,15.5,favorite,-110,,
201,jacksonville-duke-7-202211071900,college-basketball,basketball,"['Jacksonville\xa0', 'Duke (#7)']",[],2022-11-07 18:32:30.225578,Duke (#7),Jacksonville ,WIN,15.5,favorite,-110,,
202,kent-state-northern-kentucky-202211071900,college-basketball,basketball,"['Kent State', 'Northern Kentucky']",[],2022-11-07 18:32:30.412226,Kent State,Northern Kentucky,SPREAD,1.0,favorite,-115,,
203,kent-state-northern-kentucky-202211071900,college-basketball,basketball,"['Kent State', 'Northern Kentucky']",[],2022-11-07 18:32:30.412226,Northern Kentucky,Kent State,SPREAD,1.0,favorite,-105,,
204,kent-state-northern-kentucky-202211071900,college-basketball,basketball,"['Kent State', 'Northern Kentucky']",[],2022-11-07 18:32:30.412226,Kent State,Northern Kentucky,WIN,,,-105,,
