,timestamp,hero,villain,market,line,line_type,price,hero_score,villain_score
0,2022-11-04 16:27:21.573606,Valencia,Olympiakos,SPREAD,7.5,favorite,-120,72,79
1,2022-11-04 16:27:21.573606,Olympiakos,Valencia,SPREAD,7.5,favorite,-110,79,72
2,2022-11-04 16:27:21.573606,Valencia,Olympiakos,WIN,,,+725,72,79
3,2022-11-04 16:27:21.573606,Olympiakos,Valencia,WIN,,,-1800,79,72
4,2022-11-04 16:27:21.573606,Valencia,Olympiakos,TOTAL,7.5,favorite,-110,72,79
5,2022-11-04 16:27:21.573606,Olympiakos,Valencia,TOTAL,7.5,favorite,-120,79,72
6,2022-11-04 16:27:21.684703,Fenerbahce,Barcelona,SPREAD,4.5,favorite,-105,36,39
7,2022-11-04 16:27:21.684703,Barcelona,Fenerbahce,SPREAD,4.5,favorite,-125,39,36
8,2022-11-04 16:27:21.684703,Fenerbahce,Barcelona,WIN,,,+220,36,39
9,2022-11-04 16:27:21.684703,Barcelona,Fenerbahce,WIN,,,-300,39,36
10,2022-11-04 16:27:21.684703,Fenerbahce,Barcelona,TOTAL,4.5,favorite,-115,36,39
11,2022-11-04 16:27:21.684703,Barcelona,Fenerbahce,TOTAL,4.5,favorite,-115,39,36
12,2022-11-04 16:27:21.800149,ASVEL Basket,Virtus Bologna,SPREAD,9.5,favorite,+110,21,32
13,2022-11-04 16:27:21.800149,Virtus Bologna,ASVEL Basket,SPREAD,9.5,favorite,-145,32,21
14,2022-11-04 16:27:21.800149,ASVEL Basket,Virtus Bologna,WIN,,,+475,21,32
15,2022-11-04 16:27:21.800149,Virtus Bologna,ASVEL Basket,WIN,,,-900,32,21
16,2022-11-04 16:27:21.800149,ASVEL Basket,Virtus Bologna,TOTAL,9.5,favorite,-130,21,32
17,2022-11-04 16:27:21.800149,Virtus Bologna,ASVEL Basket,TOTAL,9.5,favorite,EVEN,32,21
18,2022-11-04 16:27:21.916710,Crvena Zvezda,AS Monaco,SPREAD,8.5,favorite,-115,20,22
19,2022-11-04 16:27:21.916710,AS Monaco,Crvena Zvezda,SPREAD,8.5,favorite,-115,22,20
20,2022-11-04 16:27:21.916710,Crvena Zvezda,AS Monaco,WIN,,,+320,20,22
21,2022-11-04 16:27:21.916710,AS Monaco,Crvena Zvezda,WIN,,,-475,22,20
22,2022-11-04 16:27:21.916710,Crvena Zvezda,AS Monaco,TOTAL,8.5,favorite,-105,20,22
23,2022-11-04 16:27:21.916710,AS Monaco,Crvena Zvezda,TOTAL,8.5,favorite,-125,22,20
24,2022-11-04 16:27:22.128451,ADA Blois,BCM Gravelines-Dunkerque,SPREAD,9.5,underdog,-145,91,81
25,2022-11-04 16:27:22.128451,BCM Gravelines-Dunkerque,ADA Blois,SPREAD,9.5,underdog,+110,81,91
26,2022-11-04 16:27:22.128451,ADA Blois,BCM Gravelines-Dunkerque,WIN,,,-7500,91,81
27,2022-11-04 16:27:22.128451,BCM Gravelines-Dunkerque,ADA Blois,WIN,,,+1600,81,91
28,2022-11-04 16:27:22.128451,ADA Blois,BCM Gravelines-Dunkerque,TOTAL,9.5,underdog,-105,91,81
29,2022-11-04 16:27:22.128451,BCM Gravelines-Dunkerque,ADA Blois,TOTAL,9.5,underdog,-125,81,91
30,2022-11-04 16:27:22.247642,Nanterre,ESSM Le Portel,SPREAD,10.5,favorite,-115,60,72
31,2022-11-04 16:27:22.247642,ESSM Le Portel,Nanterre,SPREAD,10.5,favorite,-115,72,60
32,2022-11-04 16:27:22.247642,Nanterre,ESSM Le Portel,WIN,,,+1700,60,72
33,2022-11-04 16:27:22.247642,ESSM Le Portel,Nanterre,WIN,,,-7500,72,60
34,2022-11-04 16:27:22.247642,Nanterre,ESSM Le Portel,TOTAL,10.5,favorite,-115,60,72
35,2022-11-04 16:27:22.247642,ESSM Le Portel,Nanterre,TOTAL,10.5,favorite,-115,72,60
36,2022-11-04 16:27:22.372225,Limoges CSP,Metropolitans 92,SPREAD,17.5,favorite,-125,24,42
37,2022-11-04 16:27:22.372225,Metropolitans 92,Limoges CSP,SPREAD,17.5,favorite,-105,42,24
38,2022-11-04 16:27:22.372225,Limoges CSP,Metropolitans 92,WIN,,,+1500,24,42
39,2022-11-04 16:27:22.372225,Metropolitans 92,Limoges CSP,WIN,,,-6600,42,24
40,2022-11-04 16:27:22.372225,Limoges CSP,Metropolitans 92,TOTAL,17.5,favorite,EVEN,24,42
41,2022-11-04 16:27:22.372225,Metropolitans 92,Limoges CSP,TOTAL,17.5,favorite,-130,42,24
42,2022-11-04 16:27:22.496339,ALM Évreux,Lille MBC,SPREAD,18.5,favorite,-120,69,88
43,2022-11-04 16:27:22.496339,Lille MBC,ALM Évreux,SPREAD,18.5,favorite,-120,88,69
44,2022-11-04 16:27:22.496339,ALM Évreux,Lille MBC,WIN,,,+1500,69,88
45,2022-11-04 16:27:22.496339,Lille MBC,ALM Évreux,WIN,,,-7500,88,69
46,2022-11-04 16:27:22.496339,ALM Évreux,Lille MBC,TOTAL,18.5,favorite,-120,69,88
47,2022-11-04 16:27:22.496339,Lille MBC,ALM Évreux,TOTAL,18.5,favorite,-120,88,69
48,2022-11-04 16:27:22.617933,Chalons Reims,Aix Maurienne,SPREAD,9.5,underdog,-135,68,60
49,2022-11-04 16:27:22.617933,Aix Maurienne,Chalons Reims,SPREAD,9.5,underdog,-105,60,68
50,2022-11-04 16:27:22.617933,Chalons Reims,Aix Maurienne,WIN,,,-1800,68,60
51,2022-11-04 16:27:22.617933,Aix Maurienne,Chalons Reims,WIN,,,+750,60,68
52,2022-11-04 16:27:22.617933,Chalons Reims,Aix Maurienne,TOTAL,9.5,underdog,-110,68,60
53,2022-11-04 16:27:22.617933,Aix Maurienne,Chalons Reims,TOTAL,9.5,underdog,-130,60,68
54,2022-11-04 16:27:22.744502,Etoile Angers Basket,Stade Rochelais,SPREAD,22.5,underdog,-115,69,44
55,2022-11-04 16:27:22.744502,Stade Rochelais,Etoile Angers Basket,SPREAD,22.5,underdog,-125,44,69
56,2022-11-04 16:27:22.744502,Etoile Angers Basket,Stade Rochelais,WIN,,,-10000,69,44
57,2022-11-04 16:27:22.744502,Stade Rochelais,Etoile Angers Basket,WIN,,,+1700,44,69
58,2022-11-04 16:27:22.744502,Etoile Angers Basket,Stade Rochelais,TOTAL,22.5,underdog,-120,69,44
59,2022-11-04 16:27:22.744502,Stade Rochelais,Etoile Angers Basket,TOTAL,22.5,underdog,-120,44,69
60,2022-11-04 16:27:22.862301,Saint-Quentin,Alliance Sport Alsace,SPREAD,1.5,underdog,-105,63,62
61,2022-11-04 16:27:22.862301,Alliance Sport Alsace,Saint-Quentin,SPREAD,1.5,underdog,-135,62,63
62,2022-11-04 16:27:22.862301,Saint-Quentin,Alliance Sport Alsace,WIN,,,-130,63,62
63,2022-11-04 16:27:22.862301,Alliance Sport Alsace,Saint-Quentin,WIN,,,-110,62,63
64,2022-11-04 16:27:22.862301,Saint-Quentin,Alliance Sport Alsace,TOTAL,1.5,underdog,-115,63,62
65,2022-11-04 16:27:22.862301,Alliance Sport Alsace,Saint-Quentin,TOTAL,1.5,underdog,-125,62,63
66,2022-11-04 16:27:22.976861,Boulazac,Antibes Sharks,SPREAD,3.5,favorite,-115,35,38
67,2022-11-04 16:27:22.976861,Antibes Sharks,Boulazac,SPREAD,3.5,favorite,-125,38,35
68,2022-11-04 16:27:22.976861,Boulazac,Antibes Sharks,WIN,,,+155,35,38
69,2022-11-04 16:27:22.976861,Antibes Sharks,Boulazac,WIN,,,-225,38,35
70,2022-11-04 16:27:22.976861,Boulazac,Antibes Sharks,TOTAL,3.5,favorite,-120,35,38
71,2022-11-04 16:27:22.976861,Antibes Sharks,Boulazac,TOTAL,3.5,favorite,-120,38,35
72,2022-11-04 16:27:23.085281,Saint-Chamond,Vichy-Clermont Métropole,SPREAD,11.5,underdog,EVEN,49,35
73,2022-11-04 16:27:23.085281,Vichy-Clermont Métropole,Saint-Chamond,SPREAD,11.5,underdog,-140,35,49
74,2022-11-04 16:27:23.085281,Saint-Chamond,Vichy-Clermont Métropole,WIN,,,-800,49,35
75,2022-11-04 16:27:23.085281,Vichy-Clermont Métropole,Saint-Chamond,WIN,,,+450,35,49
76,2022-11-04 16:27:23.085281,Saint-Chamond,Vichy-Clermont Métropole,TOTAL,11.5,underdog,-125,49,35
77,2022-11-04 16:27:23.085281,Vichy-Clermont Métropole,Saint-Chamond,TOTAL,11.5,underdog,-115,35,49
78,2022-11-04 16:27:23.212140,Cibona,ZKK Split,SPREAD,1.5,favorite,-160,58,56
79,2022-11-04 16:27:23.212140,ZKK Split,Cibona,SPREAD,1.5,favorite,+115,56,58
80,2022-11-04 16:27:23.212140,Cibona,ZKK Split,WIN,,,-120,58,56
81,2022-11-04 16:27:23.212140,ZKK Split,Cibona,WIN,,,-120,56,58
82,2022-11-04 16:27:23.212140,Cibona,ZKK Split,TOTAL,1.5,favorite,-115,58,56
83,2022-11-04 16:27:23.212140,ZKK Split,Cibona,TOTAL,1.5,favorite,-125,56,58
84,2022-11-04 16:27:23.326497,Kangoeres Mechelen,Limburg United,SPREAD,2.5,underdog,-155,41,36
85,2022-11-04 16:27:23.326497,Limburg United,Kangoeres Mechelen,SPREAD,2.5,underdog,+110,36,41
86,2022-11-04 16:27:23.326497,Kangoeres Mechelen,Limburg United,WIN,,,-225,41,36
87,2022-11-04 16:27:23.326497,Limburg United,Kangoeres Mechelen,WIN,,,+155,36,41
88,2022-11-04 16:27:23.326497,Kangoeres Mechelen,Limburg United,TOTAL,2.5,underdog,EVEN,41,36
89,2022-11-04 16:27:23.326497,Limburg United,Kangoeres Mechelen,TOTAL,2.5,underdog,-140,36,41
90,2022-11-04 16:27:23.450065,Okapi Aalst,Spirou Charleroi,SPREAD,14.5,underdog,+110,55,35
91,2022-11-04 16:27:23.450065,Spirou Charleroi,Okapi Aalst,SPREAD,14.5,underdog,-155,35,55
92,2022-11-04 16:27:23.450065,Okapi Aalst,Spirou Charleroi,WIN,,,-1600,55,35
93,2022-11-04 16:27:23.450065,Spirou Charleroi,Okapi Aalst,WIN,,,+650,35,55
94,2022-11-04 16:27:23.450065,Okapi Aalst,Spirou Charleroi,TOTAL,14.5,underdog,-110,55,35
95,2022-11-04 16:27:23.450065,Spirou Charleroi,Okapi Aalst,TOTAL,14.5,underdog,-130,35,55
96,2022-11-04 16:27:23.658223,RSW Liège,BC Oostende,SPREAD,34.5,favorite,-120,39,61
97,2022-11-04 16:27:23.658223,BC Oostende,RSW Liège,SPREAD,34.5,favorite,-120,61,39
98,2022-11-04 16:27:23.658223,RSW Liège,BC Oostende,WIN,,,+1500,39,61
99,2022-11-04 16:27:23.658223,BC Oostende,RSW Liège,WIN,,,-10000,61,39
100,2022-11-04 16:27:23.658223,RSW Liège,BC Oostende,TOTAL,34.5,favorite,-120,39,61
101,2022-11-04 16:27:23.658223,BC Oostende,RSW Liège,TOTAL,34.5,favorite,-120,61,39
102,2022-11-04 16:27:23.773627,Caledonia Gladiators,Bristol Flyers,SPREAD,17.5,favorite,-120,26,46
103,2022-11-04 16:27:23.773627,Bristol Flyers,Caledonia Gladiators,SPREAD,17.5,favorite,-120,46,26
104,2022-11-04 16:27:23.773627,Caledonia Gladiators,Bristol Flyers,WIN,,,+1000,26,46
105,2022-11-04 16:27:23.773627,Bristol Flyers,Caledonia Gladiators,WIN,,,-6600,46,26
106,2022-11-04 16:27:23.773627,Caledonia Gladiators,Bristol Flyers,TOTAL,17.5,favorite,-120,26,46
107,2022-11-04 16:27:23.773627,Bristol Flyers,Caledonia Gladiators,TOTAL,17.5,favorite,-120,46,26
108,2022-11-04 16:27:23.893849,Cheshire Phoenix,Leicester Riders,SPREAD,4.5,favorite,-120,40,38
109,2022-11-04 16:27:23.893849,Leicester Riders,Cheshire Phoenix,SPREAD,4.5,favorite,-120,38,40
110,2022-11-04 16:27:23.893849,Cheshire Phoenix,Leicester Riders,WIN,,,+180,40,38
111,2022-11-04 16:27:23.893849,Leicester Riders,Cheshire Phoenix,WIN,,,-265,38,40
112,2022-11-04 16:27:23.893849,Cheshire Phoenix,Leicester Riders,TOTAL,4.5,favorite,-130,40,38
113,2022-11-04 16:27:23.893849,Leicester Riders,Cheshire Phoenix,TOTAL,4.5,favorite,-110,38,40
114,2022-11-04 16:27:24.012047,Surrey Scorchers,Newcastle Eagles,SPREAD,3.5,favorite,-120,34,30
115,2022-11-04 16:27:24.012047,Newcastle Eagles,Surrey Scorchers,SPREAD,3.5,favorite,-120,30,34
116,2022-11-04 16:27:24.012047,Surrey Scorchers,Newcastle Eagles,WIN,,,+150,34,30
117,2022-11-04 16:27:24.012047,Newcastle Eagles,Surrey Scorchers,WIN,,,-215,30,34
118,2022-11-04 16:27:24.012047,Surrey Scorchers,Newcastle Eagles,TOTAL,3.5,favorite,-140,34,30
119,2022-11-04 16:27:24.012047,Newcastle Eagles,Surrey Scorchers,TOTAL,3.5,favorite,EVEN,30,34
120,2022-11-04 16:27:24.142231,Iraurgi SB,HLA Alicante,SPREAD,10.5,favorite,-115,36,42
121,2022-11-04 16:27:24.142231,HLA Alicante,Iraurgi SB,SPREAD,10.5,favorite,-125,42,36
122,2022-11-04 16:27:24.142231,Iraurgi SB,HLA Alicante,WIN,,,+475,36,42
123,2022-11-04 16:27:24.142231,HLA Alicante,Iraurgi SB,WIN,,,-900,42,36
124,2022-11-04 16:27:24.142231,Iraurgi SB,HLA Alicante,TOTAL,10.5,favorite,-120,36,42
125,2022-11-04 16:27:24.142231,HLA Alicante,Iraurgi SB,TOTAL,10.5,favorite,-120,42,36
126,2022-11-04 16:27:24.285096,Caceres Basket,Amics Castelló,SPREAD,6.5,underdog,-120,31,15
127,2022-11-04 16:27:24.285096,Amics Castelló,Caceres Basket,SPREAD,6.5,underdog,-120,15,31
128,2022-11-04 16:27:24.285096,Caceres Basket,Amics Castelló,WIN,,,-330,31,15
129,2022-11-04 16:27:24.285096,Amics Castelló,Caceres Basket,WIN,,,+220,15,31
130,2022-11-04 16:27:24.285096,Caceres Basket,Amics Castelló,TOTAL,6.5,underdog,-125,31,15
131,2022-11-04 16:27:24.285096,Amics Castelló,Caceres Basket,TOTAL,6.5,underdog,-115,15,31
132,2022-11-04 16:27:24.402007,Brooklyn Nets,Washington Wizards,SPREAD,3.0,favorite,-110,,
133,2022-11-04 16:27:24.402007,Washington Wizards,Brooklyn Nets,SPREAD,3.0,favorite,-110,,
134,2022-11-04 16:27:24.402007,Brooklyn Nets,Washington Wizards,WIN,,,+135,,
135,2022-11-04 16:27:24.402007,Washington Wizards,Brooklyn Nets,WIN,,,-160,,
136,2022-11-04 16:27:24.402007,Brooklyn Nets,Washington Wizards,TOTAL,3.0,favorite,-105,,
137,2022-11-04 16:27:24.402007,Washington Wizards,Brooklyn Nets,TOTAL,3.0,favorite,-115,,
138,2022-11-04 16:27:24.514076,Cleveland Cavaliers,Detroit Pistons,SPREAD,5.5,underdog,-110,,
139,2022-11-04 16:27:24.514076,Detroit Pistons,Cleveland Cavaliers,SPREAD,5.5,underdog,-110,,
140,2022-11-04 16:27:24.514076,Cleveland Cavaliers,Detroit Pistons,WIN,,,-225,,
141,2022-11-04 16:27:24.514076,Detroit Pistons,Cleveland Cavaliers,WIN,,,+185,,
142,2022-11-04 16:27:24.514076,Cleveland Cavaliers,Detroit Pistons,TOTAL,5.5,underdog,-110,,
143,2022-11-04 16:27:24.514076,Detroit Pistons,Cleveland Cavaliers,TOTAL,5.5,underdog,-110,,
144,2022-11-04 16:27:24.629788,Miami Heat,Indiana Pacers,SPREAD,3.5,underdog,-110,,
145,2022-11-04 16:27:24.629788,Indiana Pacers,Miami Heat,SPREAD,3.5,underdog,-110,,
146,2022-11-04 16:27:24.629788,Miami Heat,Indiana Pacers,WIN,,,-165,,
147,2022-11-04 16:27:24.629788,Indiana Pacers,Miami Heat,WIN,,,+140,,
148,2022-11-04 16:27:24.629788,Miami Heat,Indiana Pacers,TOTAL,3.5,underdog,-110,,
149,2022-11-04 16:27:24.629788,Indiana Pacers,Miami Heat,TOTAL,3.5,underdog,-110,,
150,2022-11-04 16:27:24.747180,New York Knicks,Philadelphia 76ers,SPREAD,3.5,favorite,-110,,
151,2022-11-04 16:27:24.747180,Philadelphia 76ers,New York Knicks,SPREAD,3.5,favorite,-110,,
152,2022-11-04 16:27:24.747180,New York Knicks,Philadelphia 76ers,WIN,,,+135,,
153,2022-11-04 16:27:24.747180,Philadelphia 76ers,New York Knicks,WIN,,,-160,,
154,2022-11-04 16:27:24.747180,New York Knicks,Philadelphia 76ers,TOTAL,3.5,favorite,-110,,
155,2022-11-04 16:27:24.747180,Philadelphia 76ers,New York Knicks,TOTAL,3.5,favorite,-110,,
156,2022-11-04 16:27:24.860805,Chicago Bulls,Boston Celtics,SPREAD,7.0,favorite,-105,,
157,2022-11-04 16:27:24.860805,Boston Celtics,Chicago Bulls,SPREAD,7.0,favorite,-115,,
158,2022-11-04 16:27:24.860805,Chicago Bulls,Boston Celtics,WIN,,,+235,,
159,2022-11-04 16:27:24.860805,Boston Celtics,Chicago Bulls,WIN,,,-285,,
160,2022-11-04 16:27:24.860805,Chicago Bulls,Boston Celtics,TOTAL,7.0,favorite,-115,,
161,2022-11-04 16:27:24.860805,Boston Celtics,Chicago Bulls,TOTAL,7.0,favorite,-105,,
162,2022-11-04 16:27:25.068726,Charlotte Hornets,Memphis Grizzlies,SPREAD,11.0,favorite,-110,,
163,2022-11-04 16:27:25.068726,Memphis Grizzlies,Charlotte Hornets,SPREAD,11.0,favorite,-110,,
164,2022-11-04 16:27:25.068726,Charlotte Hornets,Memphis Grizzlies,WIN,,,+450,,
165,2022-11-04 16:27:25.068726,Memphis Grizzlies,Charlotte Hornets,WIN,,,-650,,
166,2022-11-04 16:27:25.068726,Charlotte Hornets,Memphis Grizzlies,TOTAL,11.0,favorite,-110,,
167,2022-11-04 16:27:25.068726,Memphis Grizzlies,Charlotte Hornets,TOTAL,11.0,favorite,-110,,
